"term","category","weight"
"greatful","18","133"
"health","18","352"
"families","18","382"
"healthy","18","384"
"holidays","18","409"
"turkey","18","558"
"wishing","18","695"
"blessings","18","727"
"grateful","18","1043"
"holiday","18","1358"
"enjoy","18","1431"
"safe","18","1618"
"blessed","18","1801"
"wonderful","18","3732"
"friends","18","12069"
"thanksgiving","18","14392"
"happy","18","14462"
"family","18","14986"
"thankful","18","16341"
"pondering","19","17"
"staring","19","218"
"contemplating","19","238"
"putting","19","319"
"heck","19","454"
"missing","19","663"
"starting","19","1462"
"sitting","19","3644"
"wondering","19","3887"
"thinking","19","17492"
"i'm","19","24360"
"circus","20","73"
"aunts","20","83"
"spoil","20","110"
"mummy","20","135"
"sissy","20","136"
"babysit","20","202"
"cutest","20","228"
"behave","20","520"
"sis","20","522"
"aunty","20","546"
"adorable","20","563"
"babysitting","20","580"
"sisters","20","600"
"neice","20","994"
"hugs","20","1058"
"mommy","20","1078"
"mother","20","1262"
"auntie","20","1267"
"secrets","20","1484"
"nephews","20","3023"
"nieces","20","3335"
"aunt","20","3490"
"loves","20","4538"
"nephew","20","5057"
"niece","20","5124"
"sister","20","6079"
"humidity","21","42"
"supply","21","45"
"flyin","21","55"
"mend","21","60"
"tops","21","60"
"temporary","21","65"
"settling","21","76"
"temp","21","80"
"keepin","21","82"
"invented","21","99"
"scores","21","109"
"chin","21","113"
"kite","21","115"
"tide","21","131"
"pressure","21","143"
"mighty","21","147"
"whoa","21","160"
"higher","21","160"
"setting","21","186"
"behold","21","202"
"budget","21","212"
"quality","21","225"
"tolerance","21","261"
"lower","21","297"
"danger","21","309"
"spirits","21","352"
"heads","21","359"
"maintenance","21","378"
"reach","21","397"
"key","21","483"
"standards","21","562"
"expectations","21","621"
"aim","21","919"
"heels","21","1115"
"held","21","1361"
"hopes","21","3213"
"head","21","3424"
"low","21","12359"
"high","21","20340"
"idc","22","67"
"tomorow","22","110"
"untill","22","144"
"settle","22","145"
"mayb","22","231"
"itll","22","246"
"admit","22","268"
"idk","22","367"
"fine","22","741"
"guess","22","8215"
"im","22","10061"
"ill","22","29747"
"wrecked","23","37"
"gooood","23","115"
"eventful","23","131"
"creature","23","267"
"dreamt","23","271"
"seattle","23","272"
"rough","23","353"
"twas","23","1015"
"sleepless","23","2473"
"nights","23","3474"
"sleep","23","5455"
"night","23","26125"
"annoys","24","30"
"registered","24","62"
"peoples","24","210"
"patients","24","261"
"jackie","24","266"
"nursing","24","268"
"courage","24","325"
"responsibility","24","404"
"capacity","24","497"
"caring","24","534"
"saving","24","551"
"child","24","570"
"patient","24","605"
"appreciation","24","616"
"authority","24","619"
"story","24","693"
"difference","24","696"
"carry","24","711"
"people's","24","756"
"dying","24","765"
"step","24","809"
"minute","24","823"
"holding","24","849"
"curse","24","869"
"worst","24","954"
"nurses","24","963"
"begin","24","1112"
"missing","24","1199"
"lives","24","1345"
"means","24","1398"
"helping","24","1438"
"iv","24","2299"
"nurse","24","4025"
"fairytale","25","39"
"fifteen","25","54"
"lawrence","25","61"
"roomie","25","64"
"lucy","25","75"
"erin","25","86"
"christine","25","115"
"samuel","25","139"
"jonathan","25","146"
"obsessed","25","200"
"cd","25","223"
"album","25","317"
"corey","25","458"
"liz","25","530"
"beyonce","25","543"
"rip","25","601"
"kanye","25","663"
"gang","25","2484"
"elizabeth","25","2898"
"swift","25","4599"
"taylor","25","14868"
"regular","26","143"
"haven","26","152"
"they'll","26","153"
"siblings","26","202"
"remain","26","238"
"daily","26","437"
"repost","26","671"
"re-post","26","675"
"grow","26","802"
"older","26","892"
"cousin","26","1004"
"talked","26","1031"
"childhood","26","1050"
"haven't","26","1108"
"talk","26","1775"
"understand","26","2456"
"crazy","26","4770"
"family","26","6024"
"cousins","26","8710"
"friends","26","13022"
"margaritas","27","27"
"ruins","27","30"
"vista","27","34"
"moi","27","38"
"familia","27","53"
"waist","27","53"
"border","27","57"
"margarita","27","57"
"tx","27","61"
"brazil","27","108"
"france","27","112"
"chile","27","200"
"pit","27","213"
"spain","27","229"
"amigos","27","253"
"fiesta","27","286"
"mucho","27","350"
"spanish","27","354"
"ii","27","370"
"argentina","27","402"
"mar","27","492"
"mexican","27","540"
"amo","27","1222"
"del","27","1486"
"te","27","1986"
"viva","27","2085"
"ay","27","2097"
"el","27","3066"
"mexico","27","5249"
"suspended","28","34"
"virtual","28","45"
"owns","28","45"
"membership","28","49"
"graphics","28","62"
"tags","28","62"
"mic","28","63"
"connect","28","84"
"nba","28","93"
"hooked","28","101"
"banned","28","101"
"disc","28","108"
"nintendo","28","140"
"wireless","28","148"
"sims","28","156"
"netflix","28","167"
"borrow","28","174"
"demo","28","181"
"plays","28","189"
"gb","28","203"
"selling","28","211"
"slim","28","216"
"sony","28","229"
"sports","28","325"
"microsoft","28","344"
"halo","28","391"
"tag","28","392"
"fifa","28","492"
"pc","28","512"
"gaming","28","512"
"add","28","1012"
"playin","28","1089"
"wii","28","1156"
"online","28","1318"
"cod","28","1914"
"games","28","2984"
"live","28","3529"
"playing","28","5123"
"play","28","5819"
"ps","28","7939"
"xbox","28","10477"
"tad","29","34"
"lite","29","49"
"xp","29","51"
"thx","29","64"
"fl","29","68"
"mil","29","74"
"pal","29","77"
"mar","29","78"
"nos","29","84"
"tot","29","107"
"nay","29","118"
"bu","29","122"
"mai","29","126"
"tara","29","128"
"awe","29","131"
"aw","29","133"
"ken","29","141"
"dar","29","146"
"chin","29","150"
"bi","29","151"
"par","29","152"
"ra","29","159"
"den","29","165"
"tin","29","192"
"nan","29","198"
"su","29","292"
"mal","29","303"
"imma","29","438"
"cu","29","440"
"pa","29","500"
"bo","29","535"
"te","29","542"
"min","29","674"
"il","29","1647"
"li","29","1754"
"ma","29","2607"
"ta","29","7179"
"sucky","30","30"
"pity","30","69"
"entertaining","30","124"
"sounding","30","180"
"witty","30","231"
"bummed","30","268"
"admit","30","269"
"pumped","30","306"
"impressive","30","309"
"yep","30","321"
"legit","30","329"
"decent","30","493"
"stoked","30","604"
"dang","30","676"
"intense","30","956"
"damn","30","2196"
"liars","30","2443"
"darn","30","3306"
"good","30","10534"
"pretty","30","28275"
"fooled","31","23"
"experiencing","31","47"
"switching","31","50"
"impress","31","64"
"pointed","31","65"
"writer","31","73"
"grrrrr","31","105"
"halfway","31","123"
"blocking","31","164"
"frustrating","31","170"
"cock","31","175"
"inspiration","31","211"
"blocked","31","352"
"blog","31","448"
"blocks","31","563"
"writers","31","1352"
"party","31","2198"
"block","31","10307"
"noooooo","32","30"
"graders","32","47"
"delightful","32","50"
"coconut","32","52"
"courtesy","32","70"
"ala","32","71"
"flick","32","74"
"ancient","32","85"
"political","32","88"
"bonus","32","93"
"twist","32","98"
"dicks","32","99"
"accurate","32","103"
"clue","32","112"
"wheel","32","122"
"giggles","32","126"
"announced","32","142"
"curse","32","144"
"production","32","149"
"base","32","153"
"ku","32","155"
"cast","32","176"
"generation","32","207"
"mu","32","223"
"idiots","32","228"
"changing","32","269"
"heck","32","278"
"standing","32","330"
"bs","32","340"
"suddenly","32","347"
"row","32","433"
"screwed","32","488"
"ot","32","504"
"lovely","32","1317"
"jen","32","1939"
"ing","32","4142"
"bunch","32","5179"
"escaping","33","26"
"bipolar","33","29"
"sinner","33","29"
"protection","33","37"
"no-one","33","44"
"drift","33","47"
"appeared","33","52"
"floating","33","54"
"delight","33","58"
"creature","33","60"
"cursed","33","70"
"heavenly","33","70"
"hells","33","70"
"gates","33","71"
"love's","33","81"
"souls","33","86"
"cruel","33","88"
"wing","33","107"
"creation","33","118"
"darling","33","127"
"guard","33","128"
"priest","33","159"
"surrounded","33","192"
"protect","33","199"
"sends","33","207"
"saint","33","208"
"halo","33","245"
"horns","33","258"
"heavens","33","285"
"height","33","341"
"powers","33","342"
"gods","33","358"
"disguise","33","358"
"depth","33","363"
"convinced","33","396"
"separate","33","413"
"shoulder","33","517"
"fallen","33","587"
"devils","33","651"
"sin","33","702"
"satan","33","845"
"wings","33","1158"
"demon","33","1394"
"demons","33","1569"
"hell","33","2364"
"heaven","33","3180"
"angels","33","5735"
"devil","33","6346"
"angel","33","12695"
"offensive","34","25"
"nerdy","34","30"
"distracting","34","34"
"witty","34","35"
"realization","34","42"
"impress","34","45"
"fitting","34","45"
"revealed","34","47"
"refreshing","34","51"
"generally","34","59"
"shocking","34","61"
"fond","34","62"
"inspiring","34","63"
"pleased","34","70"
"combination","34","80"
"consuming","34","81"
"obsessed","34","81"
"shaped","34","84"
"challenging","34","84"
"addicting","34","86"
"wonderfully","34","87"
"surprising","34","92"
"reminded","34","97"
"delightful","34","98"
"clever","34","98"
"tad","34","98"
"concept","34","99"
"cycle","34","104"
"rarely","34","110"
"addictive","34","110"
"terrifying","34","111"
"equally","34","115"
"disturbed","34","117"
"impressive","34","122"
"expected","34","132"
"amused","34","142"
"obnoxious","34","152"
"discovered","34","160"
"prefer","34","160"
"large","34","161"
"uncomfortable","34","161"
"depending","34","164"
"tiring","34","168"
"utterly","34","169"
"whilst","34","194"
"insanely","34","208"
"highly","34","210"
"painful","34","221"
"fairly","34","223"
"horribly","34","236"
"pointless","34","243"
"convinced","34","266"
"embarrassing","34","285"
"terribly","34","308"
"ironic","34","312"
"similar","34","318"
"dramatic","34","344"
"strange","34","354"
"difficult","34","365"
"completely","34","373"
"possibly","34","396"
"finding","34","399"
"wonders","34","416"
"overly","34","422"
"surprisingly","34","423"
"hilarious","34","453"
"satisfying","34","490"
"enjoyable","34","551"
"strangely","34","557"
"ridiculously","34","559"
"irritating","34","564"
"attractive","34","582"
"oddly","34","590"
"ridiculous","34","648"
"disturbing","34","721"
"disappointing","34","741"
"fact","34","743"
"frustrating","34","820"
"kind","34","945"
"confusing","34","956"
"odd","34","1028"
"entertaining","34","1087"
"incredibly","34","1169"
"depressing","34","1220"
"amusing","34","1351"
"slightly","34","1453"
"thinks","34","1535"
"interesting","34","1917"
"extremely","34","2132"
"annoying","34","2168"
"finds","34","3369"
"promotion","35","39"
"placement","35","50"
"telephone","35","66"
"mock","35","103"
"hire","35","113"
"promising","35","119"
"offered","35","138"
"target","35","153"
"manager","35","180"
"scheduled","35","213"
"offer","35","225"
"internship","35","247"
"orientation","35","258"
"hired","35","265"
"applied","35","357"
"position","35","455"
"thursday","35","808"
"interviews","35","1188"
"nervous","35","1441"
"luck","35","5241"
"interview","35","19323"
"job","35","22155"
"optimistic","36","10"
"begining","36","12"
"great","36","6611"
"hope","36","8266"
"morning","36","10285"
"day","36","12888"
"good","36","18608"
"jammin","37","43"
"riot","37","47"
"covering","37","48"
"indoor","37","59"
"banging","37","61"
"casino","37","69"
"hiking","37","75"
"lobster","37","76"
"hurricane","37","86"
"steady","37","97"
"wagon","37","101"
"range","37","131"
"rockstar","37","135"
"moves","37","146"
"salute","37","150"
"cock","37","175"
"crawl","37","190"
"stage","37","219"
"tube","37","240"
"boat","37","243"
"style","37","320"
"solid","37","374"
"roll","37","384"
"punk","37","496"
"cafe","37","522"
"rocking","37","529"
"kid","37","564"
"star","37","609"
"classic","37","746"
"rocked","37","903"
"rockin","37","909"
"sock","37","1005"
"climbing","37","1629"
"socks","37","2078"
"hard","37","3045"
"rocks","37","4855"
"rock","37","21539"
"sorting","38","29"
"rubbish","38","43"
"lads","38","47"
"selection","38","48"
"trains","38","65"
"courses","38","71"
"shops","38","74"
"rejected","38","76"
"halls","38","79"
"offered","38","80"
"derby","38","81"
"academy","38","85"
"yey","38","97"
"messy","38","98"
"keen","38","107"
"mates","38","110"
"tube","38","110"
"confirmed","38","114"
"central","38","114"
"whilst","38","136"
"castle","38","136"
"pub","38","147"
"route","38","148"
"unconditional","38","150"
"lectures","38","161"
"managed","38","176"
"royal","38","184"
"gutted","38","186"
"lecture","38","193"
"pleased","38","198"
"september","38","216"
"scotland","38","221"
"placement","38","226"
"travelling","38","227"
"fab","38","245"
"realised","38","246"
"liverpool","38","258"
"bk","38","260"
"brilliant","38","297"
"gig","38","326"
"bloody","38","360"
"uk","38","409"
"fancy","38","433"
"flat","38","441"
"offers","38","490"
"sorted","38","627"
"manchester","38","725"
"centre","38","966"
"university","38","1192"
"offer","38","1760"
"london","38","4405"
"uni","38","6917"
"smelled","39","33"
"traditional","39","42"
"meals","39","50"
"dinners","39","60"
"biscuits","39","63"
"veggies","39","65"
"tuna","39","70"
"nachos","39","71"
"freezer","39","74"
"tasted","39","81"
"stuffing","39","86"
"pudding","39","87"
"curry","39","91"
"burgers","39","123"
"sandwiches","39","125"
"hamburger","39","131"
"tastes","39","133"
"sausage","39","143"
"potatoes","39","145"
"garlic","39","149"
"pies","39","156"
"mmmmmmm","39","158"
"vegetarian","39","164"
"scratch","39","171"
"gravy","39","174"
"yummm","39","179"
"smelling","39","190"
"stove","39","201"
"dessert","39","204"
"stuffed","39","222"
"ribs","39","229"
"tummy","39","232"
"mmmmmm","39","258"
"tasty","39","262"
"brownies","39","279"
"pie","39","316"
"bread","39","323"
"chilli","39","329"
"cookin","39","350"
"yumm","39","366"
"recipe","39","381"
"lamb","39","392"
"italian","39","392"
"pork","39","393"
"meat","39","419"
"pasta","39","450"
"melting","39","475"
"mmmmm","39","483"
"makin","39","520"
"sauce","39","550"
"tacos","39","552"
"cooked","39","556"
"mmm","39","624"
"oven","39","652"
"turkey","39","672"
"supper","39","804"
"mmmm","39","805"
"delicious","39","898"
"yum","39","909"
"smells","39","997"
"chicken","39","1049"
"cook","39","1116"
"lasagna","39","1117"
"stew","39","1156"
"homemade","39","1194"
"chili","39","2032"
"spaghetti","39","2482"
"yummy","39","2932"
"roast","39","2942"
"pot","39","3083"
"cooking","39","3159"
"beef","39","3634"
"making","39","4374"
"dinner","39","9916"
"losers","40","34"
"wander","40","39"
"connected","40","70"
"capture","40","95"
"discovery","40","123"
"growing","40","195"
"helps","40","283"
"numb","40","291"
"touching","40","337"
"distance","40","507"
"comfortable","40","720"
"absence","40","731"
"uncomfortable","40","808"
"inside","40","851"
"alive","40","873"
"grow","40","1521"
"doesn't","40","1650"
"make","40","5216"
"makes","40","14468"
"feel","40","26204"
"ky","41","67"
"vid","41","73"
"pak","41","83"
"spa","41","102"
