"21","high","20340.0","low","12359.0","head","3424.0","hopes","3213.0","held","1361.0","heels","1115.0","aim","919.0","expectations","621.0","standards","562.0","key","483.0","reach","397.0","maintenance","378.0","heads","359.0","spirits","352.0","danger","309.0","lower","297.0","tolerance","261.0","quality","225.0","budget","212.0","behold","202.0"
"22","ill","29747.0","im","10061.0","guess","8215.0","fine","741.0","idk","367.0","admit","268.0","itll","246.0","mayb","231.0","settle","145.0","untill","144.0","tomorow","110.0","idc","67.0"
"23","night","26125.0","sleep","5455.0","nights","3474.0","sleepless","2473.0","twas","1015.0","rough","353.0","seattle","272.0","dreamt","271.0","creature","267.0","eventful","131.0","gooood","115.0","wrecked","37.0"
"24","nurse","4025.0","iv","2299.0","helping","1438.0","means","1398.0","lives","1345.0","missing","1199.0","begin","1112.0","nurses","963.0","worst","954.0","curse","869.0","holding","849.0","minute","823.0","step","809.0","dying","765.0","people's","756.0","carry","711.0","difference","696.0","story","693.0","authority","619.0","appreciation","616.0"
"25","taylor","14868.0","swift","4599.0","elizabeth","2898.0","gang","2484.0","kanye","663.0","rip","601.0","beyonce","543.0","liz","530.0","corey","458.0","album","317.0","cd","223.0","obsessed","200.0","jonathan","146.0","samuel","139.0","christine","115.0","erin","86.0","lucy","75.0","roomie","64.0","lawrence","61.0","fifteen","54.0"
"26","friends","13022.0","cousins","8710.0","family","6024.0","crazy","4770.0","understand","2456.0","talk","1775.0","haven't","1108.0","childhood","1050.0","talked","1031.0","cousin","1004.0","older","892.0","grow","802.0","re-post","675.0","repost","671.0","daily","437.0","remain","238.0","siblings","202.0","they'll","153.0","haven","152.0","regular","143.0"
"27","mexico","5249.0","el","3066.0","ay","2097.0","viva","2085.0","te","1986.0","del","1486.0","amo","1222.0","mexican","540.0","mar","492.0","argentina","402.0","ii","370.0","spanish","354.0","mucho","350.0","fiesta","286.0","amigos","253.0","spain","229.0","pit","213.0","chile","200.0","france","112.0","brazil","108.0"
"28","xbox","10477.0","ps","7939.0","play","5819.0","playing","5123.0","live","3529.0","games","2984.0","cod","1914.0","online","1318.0","wii","1156.0","playin","1089.0","add","1012.0","pc","512.0","gaming","512.0","fifa","492.0","tag","392.0","halo","391.0","microsoft","344.0","sports","325.0","sony","229.0","slim","216.0"
"29","ta","7179.0","ma","2607.0","li","1754.0","il","1647.0","min","674.0","te","542.0","bo","535.0","pa","500.0","cu","440.0","imma","438.0","mal","303.0","su","292.0","nan","198.0","tin","192.0","den","165.0","ra","159.0","par","152.0","bi","151.0","chin","150.0","dar","146.0"
"30","pretty","28275.0","good","10534.0","darn","3306.0","liars","2443.0","damn","2196.0","intense","956.0","dang","676.0","stoked","604.0","decent","493.0","legit","329.0","yep","321.0","impressive","309.0","pumped","306.0","admit","269.0","bummed","268.0","witty","231.0","sounding","180.0","entertaining","124.0","pity","69.0","sucky","30.0"
"31","block","10307.0","party","2198.0","writers","1352.0","blocks","563.0","blog","448.0","blocked","352.0","inspiration","211.0","cock","175.0","frustrating","170.0","blocking","164.0","halfway","123.0","grrrrr","105.0","writer","73.0","pointed","65.0","impress","64.0","switching","50.0","experiencing","47.0","fooled","23.0"
"32","bunch","5179.0","ing","4142.0","jen","1939.0","lovely","1317.0","ot","504.0","screwed","488.0","row","433.0","suddenly","347.0","bs","340.0","standing","330.0","heck","278.0","changing","269.0","idiots","228.0","mu","223.0","generation","207.0","cast","176.0","ku","155.0","base","153.0","production","149.0","curse","144.0"
"33","angel","12695.0","devil","6346.0","angels","5735.0","heaven","3180.0","hell","2364.0","demons","1569.0","demon","1394.0","wings","1158.0","satan","845.0","sin","702.0","devils","651.0","fallen","587.0","shoulder","517.0","separate","413.0","convinced","396.0","depth","363.0","disguise","358.0","gods","358.0","powers","342.0","height","341.0"
"34","finds","3369.0","annoying","2168.0","extremely","2132.0","interesting","1917.0","thinks","1535.0","slightly","1453.0","amusing","1351.0","depressing","1220.0","incredibly","1169.0","entertaining","1087.0","odd","1028.0","confusing","956.0","kind","945.0","frustrating","820.0","fact","743.0","disappointing","741.0","disturbing","721.0","ridiculous","648.0","oddly","590.0","attractive","582.0"
"35","job","22155.0","interview","19323.0","luck","5241.0","nervous","1441.0","interviews","1188.0","thursday","808.0","position","455.0","applied","357.0","hired","265.0","orientation","258.0","internship","247.0","offer","225.0","scheduled","213.0","manager","180.0","target","153.0","offered","138.0","promising","119.0","hire","113.0","mock","103.0","telephone","66.0"
"36","good","18608.0","day","12888.0","morning","10285.0","hope","8266.0","great","6611.0","begining","12.0","optimistic","10.0"
"37","rock","21539.0","rocks","4855.0","hard","3045.0","socks","2078.0","climbing","1629.0","sock","1005.0","rockin","909.0","rocked","903.0","classic","746.0","star","609.0","kid","564.0","rocking","529.0","cafe","522.0","punk","496.0","roll","384.0","solid","374.0","style","320.0","boat","243.0","tube","240.0","stage","219.0"
"38","uni","6917.0","london","4405.0","offer","1760.0","university","1192.0","centre","966.0","manchester","725.0","sorted","627.0","offers","490.0","flat","441.0","fancy","433.0","uk","409.0","bloody","360.0","gig","326.0","brilliant","297.0","bk","260.0","liverpool","258.0","realised","246.0","fab","245.0","travelling","227.0","placement","226.0"
"39","dinner","9916.0","making","4374.0","beef","3634.0","cooking","3159.0","pot","3083.0","roast","2942.0","yummy","2932.0","spaghetti","2482.0","chili","2032.0","homemade","1194.0","stew","1156.0","lasagna","1117.0","cook","1116.0","chicken","1049.0","smells","997.0","yum","909.0","delicious","898.0","mmmm","805.0","supper","804.0","turkey","672.0"
"40","feel","26204.0","makes","14468.0","make","5216.0","doesn't","1650.0","grow","1521.0","alive","873.0","inside","851.0","uncomfortable","808.0","absence","731.0","comfortable","720.0","distance","507.0","touching","337.0","numb","291.0","helps","283.0","growing","195.0","discovery","123.0","capture","95.0","connected","70.0","wander","39.0","losers","34.0"
"41","na","4217.0","si","2779.0","je","1357.0","tak","1240.0","se","1211.0","mi","1185.0","po","1168.0","ale","1069.0","ve","619.0","ja","555.0","bo","485.0","mam","470.0","som","439.0","pr","410.0","wi","365.0","ty","317.0","bu","315.0","pi","268.0","mu","246.0","ch","241.0"
"42","change","39452.0","world","4410.0","changing","3606.0","plans","1965.0","constant","1204.0","seasons","1074.0","ways","1040.0","attitude","633.0","somethings","493.0","growth","418.0","subject","407.0","nothing's","367.0","pace","314.0","direction","309.0","constantly","279.0","lifestyle","267.0","progress","265.0","circumstances","246.0","remains","235.0","adjust","231.0"
"43","thinks","2266.0","compare","2078.0","hitler","1812.0","german","1739.0","apparently","1545.0","idea","1054.0","germany","692.0","jewish","606.0","nazi","578.0","picked","497.0","nun","459.0","sort","452.0","compared","419.0","actual","413.0","banned","393.0","killed","388.0","style","317.0","agrees","286.0","btw","281.0","compete","226.0"
"44","rest","13305.0","day","12872.0","life","12448.0","spend","8534.0","entire","2763.0","spending","811.0","everyday","399.0","eternity","188.0","amazed","178.0","haunt","50.0","interest","46.0","confuse","40.0"
"45","bill","9430.0","ted","1932.0","excellent","1580.0","kill","1474.0","gates","1254.0","kennedy","744.0","bailey","672.0","murray","505.0","clinton","460.0","adventure","366.0","gate","339.0","electric","324.0","science","299.0","dollar","190.0","electricity","181.0","passing","155.0","talks","129.0","scrubs","112.0","microsoft","98.0","topped","97.0"
"46","helping","4310.0","ill","4115.0","needed","3956.0","proper","3953.0","won't","3189.0","guts","2773.0","eating","2577.0","equipment","2358.0","treatment","2294.0","elderly","2044.0","homeless","1950.0","millions","1898.0","countries","1845.0","mentally","1819.0","donate","1806.0","promised","1672.0","troops","1603.0","re-post","1544.0","medicines","1417.0","benefits","1386.0"
"47","wow","29230.0","wo","3717.0","bow","2856.0","amazing","2804.0","intense","663.0","unbelievable","455.0","speechless","306.0","amazed","275.0","incredible","214.0","amazin","188.0","belive","166.0","crushed","109.0","shocking","81.0","beleive","38.0","doom","33.0","impressive","32.0"
"48","tea","24835.0","cup","6594.0","hot","3918.0","coffee","3478.0","drinking","3273.0","green","2540.0","drink","1526.0","iced","1323.0","chai","1293.0","cups","949.0","honey","909.0","enjoying","813.0","milk","671.0","mug","642.0","bubble","542.0","lemon","508.0","arizona","491.0","drank","476.0","pot","464.0","mint","373.0"
"49","paris","4786.0","london","3176.0","italy","2497.0","france","2447.0","trip","2185.0","europe","1876.0","germany","1669.0","rome","1436.0","england","1032.0","travel","939.0","leaving","827.0","tour","754.0","uk","687.0","spain","677.0","ireland","656.0","canada","507.0","french","500.0","booked","455.0","york","420.0","australia","372.0"
"50","car","8834.0","tire","6372.0","flat","4659.0","fixed","2513.0","tires","2320.0","fix","1837.0","truck","1597.0","oil","1595.0","engine","1423.0","broke","1048.0","replaced","1045.0","brakes","1025.0","brake","991.0","changed","952.0","wheel","934.0","blew","822.0","replace","805.0","parts","798.0","bike","742.0","spare","742.0"
"51","tonight","11676.0","goin","7465.0","whos","7310.0","who's","4762.0","whats","2308.0","town","2004.0","comin","1805.0","keen","1728.0","tonite","674.0","tommorow","275.0","carnival","260.0","comming","250.0","tmrw","207.0","gig","94.0"
"52","kai","2960.0","ta","1914.0","den","1443.0","ti","1214.0","tha","1191.0","se","1155.0","tis","1091.0","tin","821.0","oi","710.0","mia","706.0","ton","640.0","mas","544.0","thn","386.0","tn","255.0","auto","188.0","mera","167.0","gt","159.0",";p","133.0","mn","126.0","ama","79.0"
"53","great","29200.0","night","13494.0","time","11667.0","fantastic","453.0","catching","437.0","evening","267.0","lastnight","261.0","workout","181.0",":o)","129.0","topped","41.0","inviting","18.0","jessie","17.0"
"54","city","27800.0","sex","3750.0","owl","3280.0","kansas","1723.0","opposite","1519.0","york","1476.0","ocean","1005.0","sin","671.0","restaurant","633.0","iowa","574.0","pro","560.0","lights","486.0","progress","452.0","chicago","421.0","hall","421.0","con","388.0","motion","379.0","oklahoma","370.0","windy","355.0","sleeps","323.0"
"55","lucky","20017.0","girl","2536.0","found","2065.0","charm","1042.0","leaf","733.0","jealous","383.0","bastard","270.0","bastards","223.0","losers","179.0","incredibly","178.0","gal","176.0","realise","171.0","magically","133.0","irish","118.0","retire","115.0","penny","103.0","fortunate","93.0","horoscope","90.0","champ","84.0","casino","63.0"
"56","you've","21846.0","you're","10177.0","you'll","2097.0","hurt","1976.0","there's","1368.0","realize","1271.0","nobody's","620.0","sing","576.0","we've","534.0","one's","532.0","you'd","435.0","everybody's","331.0","warned","317.0","kidding","295.0","shown","249.0","forgotten","207.0","they've","206.0","satisfied","191.0","fault","181.0","realise","178.0"
"57","fan","18251.0","page","3625.0","big","2716.0","fans","2605.0","pages","2271.0","biggest","2243.0","huge","2025.0","groups","1154.0","liking","957.0","join","847.0","hits","646.0","group","531.0","ceiling","501.0","joining","383.0","joined","366.0","official","309.0","recommended","216.0","loyal","174.0","suggestion","155.0","adding","121.0"
"58","di","5871.0","il","4583.0","che","4546.0","la","3528.0","mi","1635.0","si","1366.0","le","1267.0","con","1199.0","una","1133.0","pi","806.0","mia","748.0","ti","746.0","del","725.0","solo","463.0","fa","452.0","cos","427.0","chi","414.0","bella","412.0","su","402.0","mai","356.0"
"59","price","9956.0","pay","6516.0","cost","4148.0","free","3227.0","paid","2292.0","worth","2070.0","expensive","1610.0","fee","1328.0","buy","1269.0","cheap","1228.0","prices","1082.0","costs","1029.0","priceless","744.0","ticket","739.0","bucks","736.0","tag","699.0","low","684.0","charge","654.0","paying","644.0","gas","625.0"
"60","heart","12077.0","hear","6014.0","eyes","5379.0","listen","4371.0","hold","3202.0","words","3142.0","ears","3072.0","find","3025.0","speak","2685.0","hands","2652.0","mind","2471.0","walk","2167.0","soul","1802.0","voice","1615.0","legs","1353.0","mouth","1268.0","touch","1056.0","ear","1031.0","truth","964.0","speaks","962.0"
"61","hair","27488.0","blonde","7088.0","dye","4751.0","red","4324.0","color","3902.0","black","3231.0","brown","3214.0","dying","2774.0","purple","2580.0","dyed","2447.0","dark","2153.0","blue","1681.0","blond","1544.0","colour","1491.0","pink","1411.0","highlights","1165.0","cut","1157.0","natural","746.0","darker","539.0","bleach","525.0"
"62","read","23145.0","book","16259.0","reading","5538.0","pages","4248.0","chapter","3480.0","books","3259.0","written","1658.0","page","1628.0","article","1590.0","notes","1422.0","chapters","1338.0","write","1122.0","story","1014.0","history","684.0","newspaper","642.0","review","639.0","wrote","543.0","cover","522.0","articles","496.0","bible","450.0"
"63","tomorrow","23735.0","school","10047.0","day","8298.0","forward","8010.0","starting","1782.0","meeting","867.0","exciting","821.0","hopes","313.0","dread","181.0","returning","112.0","yikes","79.0","grin","44.0","chin","28.0"
"64","ft","6273.0","hood","4560.0","fort","3844.0","robin","3396.0","slip","2358.0","slide","1857.0","batman","1782.0","worth","1635.0","joker","703.0","tall","407.0","collins","400.0","boyz","333.0","wayne","272.0","lewis","267.0","rat","194.0","dallas","190.0","smith","188.0","wood","156.0","fl","154.0","william","141.0"
"65","day","15314.0","everyday","11240.0","closer","6493.0","missing","1883.0","easier","1018.0","lived","650.0","brings","386.0","passes","349.0","reminded","157.0","routine","154.0","wil","116.0","ordinary","111.0","notebook","37.0","creeping","30.0"
"66","cold","30407.0","freezing","5141.0","winter","4269.0","weather","3958.0","snow","2639.0","warm","2621.0","degrees","1782.0","frozen","1603.0","freeze","883.0","colder","877.0","heat","800.0","ice","788.0","wind","719.0","warmer","659.0","toes","591.0","heater","585.0","wet","542.0","chilly","533.0","froze","495.0","bloody","468.0"
"67","drive","11389.0","golden","4526.0","crazy","3671.0","flash","2182.0","devil","1740.0","insane","1716.0","wears","1022.0","gate","714.0","aren't","369.0","gucci","302.0","hr","282.0","backs","277.0","sunset","253.0","bridge","248.0","wanting","207.0","remedy","169.0","legally","152.0","nada","89.0","sorta","46.0","collapse","21.0"
"68",":(","58548.0","missing","877.0","missin","399.0","gutted","310.0","depressed","275.0","nooooo","155.0","nooo","132.0","poorly","123.0","bummer","109.0","depressing","95.0","noooo","95.0","dissapointed","54.0"
"69","friends","12270.0","long","11032.0","yesterday","4938.0","friendship","4749.0","pick","4488.0","question","4359.0","spoke","4163.0","live","3934.0","speaking","3891.0","hold","3268.0","periods","3134.0","understand","3004.0","true","2908.0","busy","2855.0","types","2544.0","grudges","1805.0","lucky","1587.0","everlasting","1468.0","re-post","1348.0","repost","1017.0"
"70","good","25141.0","day","15400.0","pretty","9919.0","feels","788.0","twas","179.0","hung","126.0","chilled","54.0"
"71","situation","5070.0","personal","3286.0","issues","3258.0","issue","2305.0","statement","1906.0","problem","1509.0","deal","1428.0","current","1428.0","concern","878.0","multiple","801.0","considered","777.0","previous","755.0","situations","717.0","problems","702.0","dealing","681.0","involved","510.0","avoid","463.0","general","456.0","manner","440.0","information","414.0"
"72","min","12226.0","lol","5436.0","dang","1492.0","whats","1441.0","sm","395.0","havent","283.0","ther","266.0","gods","224.0","blew","212.0","offically","168.0","max","125.0","stephen","95.0","jeez","75.0","cal","74.0","hmmmmmm","72.0","toooo","66.0","somthing","50.0","esp","46.0"
"73","metal","6644.0","music","5680.0","band","5543.0","rock","3862.0","bands","2402.0","heavy","1741.0","listening","1733.0","singer","1478.0","songs","1171.0","listen","1152.0","punk","1042.0","pop","917.0","hardcore","877.0","lead","822.0","jazz","731.0","blues","517.0","alternative","514.0","rap","489.0","folk","482.0","artists","451.0"
"74","motivation","4283.0","lack","3915.0","inspiration","3022.0","nerd","2261.0","inspired","1414.0","geek","1200.0","nerds","1058.0","motivated","875.0","complete","859.0","excuse","846.0","inspire","823.0","lacking","758.0","total","719.0","successful","587.0","knowledge","489.0","creativity","432.0","nerdy","346.0","imagination","318.0","difference","309.0","where's","307.0"
"75","week","21650.0","busy","9807.0","weekend","7764.0","ahead","6686.0","hectic","1904.0","schedule","1763.0","rest","1670.0","forward","1269.0","exciting","755.0","stressful","446.0","prepare","408.0","preparing","378.0","planned","335.0","productive","293.0","whew","274.0","planning","265.0","week's","203.0","tiring","193.0","upcoming","175.0","loooong","170.0"
"76","ca","3554.0","waht","1495.0","taht","1392.0"
"77","night","28913.0","bed","8805.0","nighty","2648.0","peeps","835.0","calling","555.0","ya'll","426.0","facebookers","383.0","bedtime","267.0","welp","130.0","allll","35.0"
"78","lo","5803.0","mc","3284.0","holly","3179.0","hammer","2228.0","deck","1181.0","buddy","779.0","halls","678.0","jolly","365.0","hitting","251.0","donald","121.0","speakers","93.0","smash","77.0","smashed","69.0","suite","62.0","judging","43.0"
"79","computer","9954.0","finally","9231.0","internet","8555.0","fixed","5330.0","working","4832.0","laptop","4106.0","yay","3921.0","works","1220.0","comp","1093.0","online","884.0","slow","706.0","computers","558.0","crashed","493.0","library","493.0","access","399.0","figured","340.0","technology","274.0","hooked","269.0","finaly","253.0","hooray","196.0"
"80","game","10078.0","basketball","6210.0","volleyball","6095.0","team","4914.0","play","4187.0","softball","3431.0","girls","2873.0","soccer","2582.0","playing","2296.0","tournament","2196.0","practice","1860.0","games","1619.0","won","1472.0","varsity","1329.0","boys","1318.0","played","1200.0","season","1017.0","tryouts","871.0","court","563.0","coach","504.0"
"81","rain","7160.0","waiting","4970.0","storm","4842.0","dance","4351.0","rains","3808.0","pass","3544.0","learning","3412.0","isn't","2351.0","pours","1367.0","storms","848.0","isnt","563.0","pour","408.0","survive","322.0","drag","276.0","rainbow","264.0","survived","187.0","snows","131.0","sunlight","117.0","umbrella","114.0","pouring","91.0"
"82","lord","20063.0","psalm","4710.0","strength","1640.0","fear","1596.0","trust","1495.0","8:","1488.0","isaiah","1470.0","praise","1304.0","soul","1200.0","salvation","1156.0","bible","1099.0","spirit","1056.0","righteous","1002.0","mercy","962.0","afraid","874.0","proverbs","799.0","seek","795.0","shield","717.0","thy","640.0","delight","608.0"
"83",":]","15678.0",":d","4111.0","haha","3863.0",":[","1617.0",";]","1421.0","hah","1203.0","hahah","614.0","ahh","489.0","hehe","475.0","ahhh","421.0","[:","324.0",";d","268.0","aww","227.0","xp","206.0","yayy","168.0","gooood","118.0",";p","101.0","yayyy","92.0","wayy","82.0","cm","74.0"
"84","risk","6584.0","loved","5237.0","greatest","4223.0","return","3871.0","learn","1698.0","pain","1568.0","failure","1436.0","painful","994.0","you'll","981.0","courage","812.0","continue","770.0","pleasure","507.0","fatal","454.0","counts","444.0","success","392.0","spite","376.0","bud","339.0","remain","288.0","biscuit","285.0","involve","200.0"
"85","house","5815.0","apartment","4720.0","place","3794.0","rent","3777.0","move","2821.0","moving","1975.0","month","1692.0","bedroom","1461.0","lease","1403.0","signed","1210.0","interested","1198.0","area","1102.0","apt","1070.0","roommate","929.0","complex","885.0","contract","869.0","property","811.0","building","745.0","flat","654.0","asap","634.0"
"86","stop","9029.0","crying","6495.0","started","5434.0","screaming","3299.0","talking","2629.0","yelling","2284.0","running","1585.0","laughing","1149.0","telling","953.0","acting","861.0","throwing","848.0","singing","782.0","shouting","739.0","arguing","575.0","walking","556.0","starts","536.0","lying","535.0","fighting","513.0","jumping","508.0","kicking","492.0"
"87","studying","15607.0","anatomy","4046.0","exam","3962.0","finals","3776.0","test","3222.0","final","2499.0","exams","2029.0","study","1862.0","grey's","1395.0","midterms","1173.0","library","962.0","midterm","645.0","tests","602.0","medical","541.0","quiz","497.0","semester","421.0","psych","381.0","lab","371.0","bio","337.0","nursing","296.0"
"88","ready","21773.0","weekend","9768.0","start","7153.0","week","6041.0","packed","1097.0","begin","718.0","tackle","453.0","rested","162.0","refreshed","88.0"
"89","gonna","28463.0","im","12025.0","miss","2636.0","hang","2015.0","chill","1715.0","prolly","1497.0","tonite","1462.0","prob","668.0","tommorow","574.0","awhile","421.0","def","326.0","tmrw","239.0","tomarrow","171.0","tomorow","137.0","itll","92.0","babysit","69.0"
"90","live","22964.0","die","11711.0","life","6603.0","forever","6344.0","you'll","3046.0","dream","2310.0","lived","1634.0","notice","1030.0","born","1007.0","learn","823.0","fullest","706.0","fight","700.0","dreams","666.0","potential","515.0","smiling","428.0","create","427.0","small","426.0","faces","408.0","beauty","403.0","smell","362.0"
"91","anger","7782.0","leads","1995.0","fear","1769.0","hatred","1702.0","rage","1661.0","frustration","1485.0","control","1396.0","angry","1201.0","sadness","1013.0","emotions","1003.0","filled","946.0","management","939.0","jealousy","816.0","emotion","756.0","depression","699.0","issues","695.0","guilt","668.0","vent","637.0","letting","624.0","feelings","574.0"
"92","lol","16381.0","im","16304.0","lo","4651.0","omg","3669.0","wow","2429.0","yea","1600.0","dork","1121.0","hyper","749.0","lmao","745.0","couldnt","285.0","addicted","256.0","nerd","199.0","hype","188.0","offically","174.0","kidding","173.0","ti","122.0","exited","79.0"
"93","mountain","5292.0","mt","4434.0","dew","3247.0","skiing","2511.0","snowboarding","2410.0","ski","2138.0","mount","1526.0","peak","997.0","biking","830.0","hiking","544.0","boarding","488.0","colorado","488.0","mountains","453.0","jacked","403.0","hike","388.0","powder","347.0","pleasant","341.0","hill","307.0","resort","291.0","sneak","281.0"
"94","colorado","2768.0","heading","1728.0","headed","1642.0","leaving","1519.0","denver","1518.0","kansas","1421.0","city","1341.0","springs","1194.0","oklahoma","1180.0","trip","1143.0","moving","859.0","iowa","845.0","kc","778.0","utah","583.0","bound","469.0","lincoln","464.0","visit","416.0","texas","405.0","california","231.0","lawrence","227.0"
"95","facebook","7978.0","views","4016.0","profile","3287.0",":/","2729.0","check","2360.0","goo","2011.0","fb","1825.0","stalking","1556.0","top","1528.0","stalker","1155.0","total","695.0","visited","695.0","apps","608.0","stalk","583.0","tool","513.0","shows","429.0","app","412.0","viewing","402.0","woah","366.0","view","355.0"
